id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
57884,Nc,4.5,54000,1300.0,112.0,88.0,801
57885,Ny,4.9,72000,1740.0,142.0,111.0,138
57886,Tn,4.0,53000,1630.0,106.0,85.0,963
57887,Tx,4.0,61000,1380.0,107.0,88.0,536
57888,Wi,4.0,60000,1340.0,102.0,90.0,349
57889,Ga,4.0,58000,1410.0,109.0,90.0,685
57890,Tx,4.6,61000,1710.0,102.0,79.0,428
57891,Wi,4.5,60000,1520.0,106.0,81.0,157
57892,Il,5.3,65000,1430.0,105.0,94.0,395
57893,Md,4.6,84000,1740.0,123.0,109.0,716
57894,Ny,4.5,72000,1890.0,135.0,118.0,538
57895,Ny,4.7,72000,1650.0,146.0,116.0,350
57896,Oh,4.4,56000,1340.0,96.0,84.0,317
57897,Ca,5.0,75000,1890.0,164.0,138.0,159
57898,Nj,4.6,82000,1910.0,133.0,108.0,229
57899,Fl,5.2,55000,1250.0,118.0,95.0,989
57900,Ca,5.3,75000,1780.0,156.0,125.0,477
57901,Ca,5.5,75000,2100.0,160.0,132.0,810
57902,Wi,3.9,60000,1450.0,96.0,87.0,574
57903,Il,5.0,65000,1610.0,101.0,84.0,396
57904,Fl,4.9,55000,1380.0,114.0,91.0,448
57905,In,4.2,55000,1360.0,90.0,77.0,715
57906,In,4.0,55000,1380.0,91.0,84.0,274
57907,Ca,6.1,75000,1910.0,166.0,123.0,751
57908,Ca,5.5,75000,1890.0,160.0,123.0,278
57909,Fl,5.3,55000,1420.0,114.0,89.0,677
57910,Tx,3.8,61000,1270.0,103.0,83.0,183
57911,Fl,5.4,55000,1410.0,114.0,94.0,696
57912,Tx,4.1,61000,1290.0,105.0,92.0,719
57913,Nj,5.2,82000,2140.0,140.0,123.0,406
57914,Tn,3.9,53000,1280.0,100.0,73.0,232
57915,Wa,5.4,78000,1810.0,148.0,117.0,470
57916,Tx,4.3,61000,1500.0,112.0,99.0,802
57917,Ga,4.0,58000,1450.0,97.0,81.0,331
57918,Ca,5.2,75000,1810.0,152.0,120.0,428
57919,Tx,4.5,61000,1360.0,110.0,85.0,644
57920,Ca,5.7,75000,1700.0,162.0,130.0,286
57921,Nj,5.3,82000,2100.0,129.0,109.0,710
57922,Oh,4.6,56000,1330.0,100.0,72.0,352
57923,Ca,6.0,75000,2240.0,163.0,133.0,221
57924,Va,3.1,74000,1740.0,138.0,112.0,781
57925,Ca,5.4,75000,1650.0,162.0,129.0,707
57926,Ga,4.4,58000,1430.0,102.0,81.0,367
57927,Ga,4.4,58000,1390.0,105.0,87.0,230
57928,Mi,5.6,57000,1320.0,90.0,87.0,887
57929,Ny,5.0,72000,1820.0,141.0,121.0,264
57930,Ma,4.2,81000,1930.0,134.0,110.0,478
57931,Mi,5.6,57000,1390.0,98.0,85.0,824
57932,Ca,4.9,75000,1910.0,161.0,126.0,110
57933,Ca,6.1,75000,2020.0,168.0,135.0,720
57934,Il,5.7,65000,1700.0,96.0,77.0,115
57935,Il,4.7,65000,1440.0,97.0,78.0,937
57936,Fl,5.2,55000,1480.0,121.0,101.0,310
57937,Nc,4.1,54000,1730.0,107.0,86.0,675
57938,Wa,5.0,78000,2040.0,145.0,121.0,137
57939,Ny,5.1,72000,1590.0,142.0,106.0,406
57940,Ny,5.7,72000,1850.0,139.0,113.0,586
57941,Mi,5.4,57000,1300.0,95.0,75.0,748
57942,Oh,4.7,56000,1490.0,90.0,78.0,409
57943,Ma,3.9,81000,1700.0,142.0,111.0,858
57944,Tn,4.2,53000,1320.0,104.0,75.0,433
57945,Wa,5.0,78000,2070.0,160.0,136.0,279
57946,In,4.3,55000,1190.0,92.0,77.0,118
57947,Ca,6.0,75000,1800.0,160.0,125.0,773
57948,Mo,4.0,55000,1450.0,94.0,82.0,779
57949,Ny,4.9,72000,1860.0,145.0,113.0,656
57950,Ma,3.8,81000,1980.0,152.0,124.0,751
57951,Tx,4.1,61000,1300.0,107.0,88.0,518
57952,Mi,5.4,57000,1400.0,98.0,85.0,249
57953,Ga,4.7,58000,1400.0,105.0,89.0,848
57954,Az,4.9,58000,1200.0,115.0,92.0,998
57955,Wi,4.0,60000,1460.0,96.0,88.0,464
57956,Mo,4.4,55000,1310.0,94.0,78.0,647
57957,Va,4.0,74000,1970.0,126.0,108.0,244
57958,Tx,4.6,61000,1530.0,101.0,87.0,906
57959,Mi,5.7,57000,1320.0,96.0,82.0,599
57960,Nj,4.9,82000,2040.0,138.0,111.0,453
57961,Pa,4.2,61000,1350.0,94.0,81.0,325
57962,Ny,5.6,72000,1710.0,141.0,113.0,442
57963,Md,4.3,84000,2140.0,127.0,109.0,568
57964,Ca,5.5,75000,1790.0,156.0,118.0,388
57965,Oh,4.8,56000,1290.0,93.0,82.0,267
57966,Tx,4.1,61000,1220.0,110.0,95.0,302
57967,Oh,4.7,56000,1570.0,93.0,77.0,140
57968,Ca,5.1,75000,1720.0,164.0,131.0,107
57969,Nj,5.1,82000,1830.0,136.0,111.0,623
57970,Mi,6.1,57000,1400.0,100.0,70.0,553
57971,Ca,5.5,75000,1670.0,161.0,127.0,986
57972,Ca,5.6,75000,2000.0,166.0,135.0,787
57973,Wa,4.6,78000,1890.0,160.0,128.0,958
57974,Ny,5.3,72000,1770.0,141.0,119.0,982
57975,Il,5.5,65000,1630.0,101.0,95.0,356
57976,Il,5.4,65000,1570.0,96.0,87.0,858
57977,Tx,4.3,61000,1520.0,108.0,84.0,822
57978,Fl,4.7,55000,1150.0,118.0,101.0,859
57979,Fl,5.5,55000,1310.0,117.0,95.0,216
57980,Ny,4.3,72000,1580.0,141.0,111.0,413
57981,Az,4.3,58000,1340.0,116.0,90.0,719
57982,Ca,5.8,75000,1550.0,158.0,117.0,988
57983,Ca,5.5,75000,1520.0,151.0,123.0,296
57984,Il,4.8,65000,1940.0,102.0,89.0,308
57985,Mi,5.7,57000,1450.0,91.0,74.0,997
57986,Pa,4.6,61000,1460.0,92.0,75.0,290
57987,Ca,5.4,75000,1710.0,169.0,132.0,685
57988,Az,4.4,58000,1130.0,113.0,100.0,473
57989,Mi,5.7,57000,1510.0,95.0,83.0,719
57990,Nc,3.9,54000,1230.0,115.0,89.0,152
57991,Fl,5.0,55000,1200.0,116.0,88.0,303
57992,Fl,5.2,55000,1300.0,117.0,86.0,199
57993,Tx,3.9,61000,1570.0,111.0,95.0,816
57994,Oh,4.3,56000,1290.0,88.0,75.0,249
57995,Ny,4.9,72000,1670.0,135.0,111.0,170
57996,Pa,4.6,61000,1640.0,94.0,84.0,270
57997,Mo,4.3,55000,1310.0,88.0,79.0,907
57998,Ny,5.3,72000,2000.0,137.0,119.0,946
57999,Tx,4.7,61000,1330.0,98.0,87.0,781
58000,Nc,4.4,54000,1330.0,107.0,93.0,808
58001,Oh,5.0,56000,1420.0,90.0,80.0,630
58002,Oh,4.3,56000,1540.0,95.0,76.0,390
58003,Ga,4.0,58000,1360.0,97.0,87.0,202
58004,Nc,4.5,54000,1330.0,108.0,88.0,572
58005,Ga,4.7,58000,1250.0,98.0,79.0,627
58006,Pa,4.2,61000,1200.0,99.0,86.0,960
58007,Tx,4.2,61000,1470.0,108.0,84.0,401
58008,Tn,4.3,53000,1270.0,113.0,85.0,990
58009,Mo,4.2,55000,1250.0,84.0,72.0,245
58010,Ny,4.9,72000,1580.0,141.0,120.0,231
58011,Ma,4.0,81000,1850.0,144.0,117.0,612
58012,Ny,5.4,72000,1920.0,147.0,120.0,221
58013,Fl,4.9,55000,1310.0,118.0,96.0,175
58014,Tn,4.1,53000,1350.0,97.0,78.0,508
58015,Il,5.2,65000,1640.0,109.0,91.0,936
58016,Fl,4.6,55000,1320.0,119.0,102.0,662
58017,Mo,4.8,55000,1400.0,97.0,79.0,400
58018,Oh,4.9,56000,1360.0,86.0,66.0,997
58019,Az,4.8,58000,1270.0,120.0,92.0,350
58020,Tn,3.8,53000,1170.0,109.0,89.0,478
58021,In,4.3,55000,1350.0,105.0,84.0,458
58022,Ga,4.0,58000,1360.0,108.0,91.0,937
58023,Ga,3.8,58000,1510.0,108.0,79.0,158
58024,Tx,3.9,61000,1490.0,100.0,82.0,866
58025,Az,4.7,58000,1120.0,118.0,91.0,987
58026,Wi,4.1,60000,1290.0,101.0,84.0,487
58027,Tx,4.3,61000,1480.0,103.0,83.0,973
58028,Az,4.7,58000,1350.0,111.0,91.0,731
58029,Mo,4.1,55000,1320.0,92.0,69.0,654
58030,Tn,3.9,53000,1190.0,108.0,91.0,630
58031,Nc,4.0,54000,1330.0,108.0,100.0,390
58032,Ny,5.1,72000,1550.0,135.0,107.0,424
58033,Ca,5.4,75000,1690.0,160.0,129.0,664
58034,Ca,5.9,75000,1690.0,159.0,137.0,962
58035,Ca,5.7,75000,1710.0,157.0,134.0,138
58036,Az,4.6,58000,1480.0,109.0,80.0,106
58037,Nc,4.5,54000,1410.0,109.0,88.0,939
58038,Az,4.7,58000,1400.0,118.0,92.0,923
58039,Ca,5.6,75000,1920.0,154.0,113.0,132
58040,Tx,3.6,61000,1300.0,107.0,91.0,935
58041,Ca,5.8,75000,2030.0,160.0,117.0,753
58042,Mo,4.3,55000,1230.0,93.0,84.0,590
58043,In,4.2,55000,1230.0,97.0,78.0,728
58044,Ca,5.4,75000,1700.0,153.0,124.0,452
58045,Ca,5.7,75000,1910.0,152.0,121.0,628
58046,Il,5.3,65000,1410.0,99.0,83.0,956
58047,Il,5.4,65000,1550.0,111.0,90.0,676
58048,Pa,4.5,61000,1550.0,87.0,74.0,431
58049,Md,5.1,84000,2410.0,128.0,108.0,475
58050,Pa,4.6,61000,1350.0,104.0,88.0,794
58051,Tn,3.4,53000,1370.0,113.0,90.0,940
58052,Tx,4.0,61000,1370.0,111.0,93.0,630
58053,Mi,5.6,57000,1790.0,92.0,60.0,847
58054,Il,5.6,65000,1510.0,103.0,89.0,758
58055,Pa,4.4,61000,1520.0,98.0,92.0,583
58056,Va,3.9,74000,1510.0,132.0,116.0,775
58057,In,4.3,55000,1570.0,89.0,76.0,344
58058,Va,4.1,74000,1670.0,112.0,92.0,123
58059,Mi,5.3,57000,1320.0,92.0,76.0,816
58060,Pa,4.3,61000,1730.0,97.0,79.0,987
58061,Nc,4.4,54000,1260.0,109.0,87.0,197
58062,In,4.0,55000,1270.0,90.0,77.0,373
58063,Mi,5.9,57000,1430.0,90.0,79.0,227
58064,Pa,4.1,61000,1540.0,106.0,83.0,674
58065,Tx,4.1,61000,1240.0,99.0,79.0,616
58066,Tx,4.0,61000,1290.0,106.0,94.0,496
58067,Il,5.7,65000,1670.0,107.0,92.0,874
58068,Wa,4.8,78000,1790.0,154.0,127.0,452
58069,Ny,4.7,72000,1740.0,142.0,110.0,519
58070,Ga,3.9,58000,1280.0,108.0,90.0,290
58071,Fl,4.9,55000,1220.0,114.0,96.0,645
58072,Mo,4.0,55000,1240.0,90.0,75.0,700
58073,Md,4.9,84000,1760.0,136.0,111.0,181
58074,Mi,5.0,57000,1310.0,97.0,80.0,598
58075,Mi,5.2,57000,1260.0,104.0,89.0,186
58076,Va,3.3,74000,1630.0,118.0,88.0,128
58077,Tx,3.7,61000,1200.0,112.0,84.0,880
58078,Ny,5.3,72000,1530.0,142.0,120.0,867
58079,Oh,4.3,56000,1310.0,83.0,67.0,506
58080,Ga,4.0,58000,1330.0,99.0,85.0,948
58081,Ca,5.5,75000,1690.0,162.0,131.0,296
58082,Wa,5.0,78000,1810.0,156.0,115.0,398
58083,Oh,4.7,56000,1520.0,90.0,79.0,530
58084,Az,4.5,58000,1370.0,110.0,94.0,855
58085,Ma,3.9,81000,1970.0,144.0,119.0,440
58086,Tn,4.2,53000,1360.0,109.0,92.0,244
58087,Oh,5.1,56000,1600.0,91.0,72.0,433
58088,Nc,4.1,54000,1140.0,110.0,91.0,767
58089,Mo,4.3,55000,1380.0,96.0,75.0,298
58090,Ca,5.4,75000,1790.0,159.0,128.0,599
58091,Tn,4.3,53000,1310.0,106.0,81.0,944
58092,Fl,4.6,55000,1570.0,108.0,85.0,792
58093,Ca,5.7,75000,1890.0,163.0,131.0,439
58094,Nj,5.0,82000,1910.0,138.0,113.0,657
58095,Ca,5.4,75000,1790.0,158.0,117.0,884
58096,Ga,4.5,58000,1250.0,104.0,83.0,832
58097,Tx,3.9,61000,1600.0,98.0,87.0,814
58098,Il,5.2,65000,1400.0,103.0,95.0,368
58099,In,4.1,55000,1660.0,97.0,78.0,853
58100,Nj,4.8,82000,1960.0,129.0,113.0,607
58101,Ga,4.6,58000,1510.0,120.0,100.0,169
58102,Tx,4.6,61000,1530.0,108.0,87.0,905
58103,Ga,4.3,58000,1340.0,93.0,77.0,363
58104,Ca,5.4,75000,1930.0,162.0,133.0,856
58105,Nc,4.1,54000,1330.0,118.0,94.0,886
58106,Tx,4.2,61000,1420.0,103.0,90.0,187
58107,Mi,5.8,57000,1160.0,93.0,79.0,265
58108,Nc,4.0,54000,1320.0,105.0,91.0,554
58109,Nj,5.4,82000,2020.0,133.0,108.0,917
58110,Il,5.6,65000,1390.0,101.0,78.0,345
58111,Mo,4.0,55000,1260.0,99.0,80.0,716
58112,Il,5.6,65000,1600.0,95.0,89.0,493
58113,Ma,4.0,81000,1890.0,156.0,120.0,728
58114,Pa,4.9,61000,1490.0,94.0,81.0,771
58115,Pa,4.6,61000,1490.0,94.0,77.0,836
58116,Tn,3.9,53000,1380.0,102.0,77.0,786
58117,Md,4.4,84000,2010.0,129.0,105.0,122
58118,Ma,4.3,81000,1940.0,154.0,125.0,499
58119,Mi,5.5,57000,1450.0,98.0,84.0,630
58120,Pa,4.0,61000,1460.0,101.0,83.0,115
58121,Nj,5.0,82000,1800.0,125.0,102.0,595
58122,Ny,4.8,72000,1630.0,132.0,107.0,426
58123,Ny,5.1,72000,1750.0,137.0,124.0,580
58124,Pa,4.5,61000,1330.0,93.0,80.0,552
58125,Ca,5.5,75000,1710.0,162.0,120.0,717
58126,Mo,3.7,55000,1230.0,91.0,90.0,190
58127,Oh,4.6,56000,1320.0,91.0,73.0,418
58128,Ca,5.3,75000,1900.0,160.0,132.0,738
58129,Ca,6.1,75000,1980.0,164.0,118.0,626
58130,Nc,4.2,54000,1260.0,105.0,84.0,424
58131,Pa,4.5,61000,1500.0,91.0,77.0,153
58132,Pa,4.1,61000,1450.0,96.0,76.0,398
58133,Ca,5.4,75000,1820.0,161.0,129.0,448
58134,Ny,5.5,72000,1860.0,130.0,104.0,824
58135,Nj,4.9,82000,1670.0,139.0,122.0,614
58136,Ma,4.8,81000,2020.0,144.0,113.0,174
58137,Il,5.8,65000,1460.0,99.0,87.0,292
58138,Il,5.4,65000,1580.0,106.0,97.0,469
58139,Az,4.3,58000,1470.0,121.0,107.0,655
58140,Ca,5.7,75000,1880.0,163.0,128.0,835
58141,Fl,4.5,55000,1260.0,118.0,88.0,274
58142,Ga,4.0,58000,1280.0,108.0,86.0,359
58143,Nc,4.2,54000,1560.0,110.0,84.0,910
58144,Az,4.1,58000,1210.0,115.0,93.0,977
58145,Nj,5.0,82000,2200.0,135.0,105.0,229
58146,Fl,4.6,55000,1380.0,111.0,89.0,123
58147,Oh,4.4,56000,1260.0,90.0,79.0,691
58148,Wa,5.0,78000,1460.0,161.0,127.0,682
58149,Ga,3.8,58000,1270.0,105.0,82.0,297
58150,Oh,4.8,56000,1280.0,93.0,83.0,810
58151,Wi,4.8,60000,1350.0,105.0,84.0,956
58152,Pa,3.7,61000,1410.0,87.0,73.0,730
58153,Oh,4.5,56000,1270.0,89.0,74.0,881
58154,Tx,4.6,61000,1240.0,111.0,84.0,156
58155,Nj,4.6,82000,1760.0,129.0,110.0,421
58156,Va,4.0,74000,1890.0,125.0,110.0,200
58157,Ca,5.3,75000,1690.0,163.0,126.0,972
58158,Il,5.4,65000,1340.0,102.0,88.0,174
58159,Ny,5.1,72000,1520.0,141.0,113.0,600
58160,Tx,4.2,61000,1430.0,101.0,81.0,642
58161,Tx,4.5,61000,1580.0,113.0,99.0,915
58162,Ca,5.6,75000,2050.0,166.0,136.0,632
58163,Ga,4.1,58000,1390.0,105.0,85.0,683
58164,Fl,4.8,55000,1170.0,105.0,88.0,632
58165,Ny,5.1,72000,1700.0,137.0,116.0,567
58166,Ma,4.2,81000,1780.0,147.0,124.0,711
58167,Ma,4.2,81000,1870.0,138.0,111.0,633
58168,Nc,4.2,54000,1530.0,113.0,86.0,115
58169,Ny,5.3,72000,1960.0,141.0,120.0,884
58170,Ca,5.8,75000,1780.0,164.0,125.0,125
58171,Ca,5.1,75000,1700.0,157.0,133.0,392
58172,Wi,3.8,60000,1430.0,100.0,86.0,612
58173,Ca,5.6,75000,1880.0,156.0,130.0,131
58174,Ny,5.2,72000,1760.0,135.0,111.0,555
58175,Wa,4.6,78000,2380.0,166.0,134.0,751
58176,Wi,3.7,60000,1330.0,101.0,90.0,247
58177,Ca,5.9,75000,1800.0,156.0,122.0,703
58178,Pa,4.5,61000,1590.0,96.0,80.0,535
58179,Pa,4.9,61000,1410.0,94.0,81.0,830
58180,Pa,4.8,61000,1530.0,98.0,90.0,801
58181,Oh,4.6,56000,1700.0,84.0,75.0,788
58182,Fl,4.7,55000,1290.0,115.0,105.0,744
58183,Va,3.7,74000,2170.0,129.0,109.0,327
58184,Mo,4.2,55000,1400.0,92.0,84.0,972
58185,Il,5.8,65000,1580.0,98.0,88.0,723
58186,Ca,5.2,75000,2160.0,162.0,129.0,107
58187,Tx,4.5,61000,1680.0,101.0,81.0,380
58188,Fl,4.8,55000,1460.0,119.0,90.0,186
58189,Tx,4.4,61000,1550.0,108.0,91.0,812
58190,Tn,4.0,53000,1210.0,103.0,80.0,477
58191,In,4.7,55000,1330.0,92.0,73.0,740
58192,In,4.3,55000,1240.0,96.0,81.0,259
58193,Ma,4.0,81000,1730.0,156.0,128.0,888
58194,Tx,4.5,61000,1310.0,115.0,96.0,594
58195,Il,5.0,65000,1440.0,106.0,92.0,503
58196,Tx,3.8,61000,1570.0,107.0,83.0,299
58197,Ga,4.3,58000,1800.0,107.0,89.0,813
58198,Tx,4.2,61000,1450.0,110.0,90.0,215
58199,Ny,5.1,72000,1770.0,139.0,112.0,794
58200,Pa,4.5,61000,1520.0,103.0,81.0,838
58201,In,4.2,55000,1330.0,89.0,79.0,766
58202,Ga,4.8,58000,1360.0,108.0,90.0,237
58203,Fl,4.9,55000,1430.0,120.0,102.0,884
58204,Ca,5.8,75000,1870.0,164.0,129.0,683
58205,Nc,3.8,54000,1160.0,109.0,82.0,522
58206,Ca,5.3,75000,1760.0,166.0,133.0,572
58207,Ca,5.5,75000,2130.0,161.0,130.0,623
58208,Wi,4.5,60000,1520.0,108.0,96.0,738
58209,Il,4.6,65000,1420.0,101.0,92.0,839
58210,Nc,4.1,54000,1250.0,109.0,87.0,996
58211,Fl,5.0,55000,1420.0,111.0,90.0,549
58212,Il,5.1,65000,1470.0,98.0,78.0,545
58213,Ca,5.5,75000,1820.0,158.0,124.0,542
58214,Ga,4.1,58000,1580.0,106.0,91.0,812
58215,Va,3.7,74000,1710.0,120.0,100.0,913
58216,Tx,4.5,61000,1420.0,106.0,92.0,702
58217,Ga,4.2,58000,1450.0,101.0,76.0,472
58218,Tx,4.1,61000,1390.0,102.0,89.0,500
58219,Md,4.8,84000,1940.0,130.0,108.0,395
58220,Ga,3.8,58000,1250.0,109.0,86.0,321
58221,Mo,3.8,55000,1260.0,98.0,79.0,251
58222,Mi,5.6,57000,1140.0,97.0,77.0,889
58223,Ca,5.2,75000,1770.0,167.0,123.0,953
58224,Tx,3.8,61000,1460.0,107.0,89.0,505
58225,Ca,5.2,75000,2050.0,162.0,127.0,482
58226,Wa,4.8,78000,1930.0,165.0,132.0,542
58227,Wa,5.0,78000,2050.0,151.0,121.0,845
58228,Ca,6.0,75000,1900.0,157.0,129.0,247
58229,Pa,4.1,61000,1420.0,93.0,87.0,819
58230,Il,5.1,65000,1850.0,94.0,93.0,736
58231,Pa,4.3,61000,1430.0,87.0,85.0,448
58232,Ca,5.3,75000,1730.0,167.0,131.0,140
58233,Wi,3.7,60000,1550.0,98.0,92.0,443
58234,Mi,5.8,57000,1470.0,86.0,75.0,486
58235,Nc,3.9,54000,1590.0,113.0,86.0,283
58236,Nj,4.7,82000,1700.0,135.0,114.0,884
58237,Md,4.4,84000,1850.0,128.0,108.0,275
58238,Il,4.9,65000,1560.0,96.0,84.0,303
58239,Ma,4.6,81000,1860.0,139.0,115.0,871
58240,Tx,4.5,61000,1420.0,106.0,87.0,843
58241,Fl,4.8,55000,1390.0,115.0,98.0,608
58242,Wa,4.8,78000,1740.0,148.0,117.0,375
58243,In,3.9,55000,1340.0,96.0,82.0,936
58244,Fl,5.1,55000,1330.0,125.0,99.0,757
58245,Az,4.8,58000,1380.0,118.0,96.0,271
58246,Nj,5.0,82000,1940.0,138.0,117.0,764
58247,Nj,4.6,82000,1740.0,141.0,118.0,527
58248,Ga,4.5,58000,1420.0,106.0,89.0,157
58249,Il,5.3,65000,1630.0,94.0,84.0,984
58250,Ma,4.2,81000,1740.0,147.0,120.0,643
58251,Ny,4.9,72000,1710.0,139.0,105.0,697
58252,Il,5.9,65000,1660.0,104.0,92.0,299
58253,Fl,4.6,55000,1200.0,115.0,96.0,251
58254,Wi,4.1,60000,1390.0,106.0,87.0,200
58255,Tn,4.2,53000,1230.0,105.0,87.0,341
58256,Ca,5.2,75000,2050.0,161.0,133.0,881
58257,Wi,4.3,60000,1650.0,89.0,73.0,626
58258,Mo,4.0,55000,1250.0,92.0,81.0,720
58259,Ny,4.9,72000,1830.0,137.0,103.0,797
58260,Wa,4.9,78000,1920.0,153.0,130.0,743
58261,Va,4.0,74000,1770.0,127.0,113.0,861
58262,Fl,4.8,55000,1540.0,122.0,93.0,158
58263,Ny,4.9,72000,1700.0,143.0,118.0,980
58264,Az,4.7,58000,1360.0,119.0,87.0,158
58265,Il,4.8,65000,1680.0,100.0,89.0,604
58266,Wi,3.6,60000,1350.0,95.0,80.0,545
58267,Nj,5.5,82000,2020.0,145.0,117.0,866
58268,Wa,4.8,78000,1870.0,159.0,128.0,371
58269,Ca,5.9,75000,1690.0,163.0,131.0,426
58270,Ny,5.0,72000,1840.0,138.0,110.0,385
58271,Ca,5.4,75000,1800.0,166.0,127.0,470
58272,Oh,5.3,56000,1520.0,82.0,76.0,115
58273,Ny,5.0,72000,1710.0,159.0,120.0,675
58274,Wa,4.5,78000,2140.0,151.0,130.0,373
58275,Tx,3.7,61000,1610.0,110.0,87.0,994
58276,Fl,4.3,55000,1150.0,114.0,83.0,335
58277,Nc,4.0,54000,1360.0,103.0,83.0,495
58278,Ca,5.5,75000,2120.0,167.0,116.0,640
58279,Nj,5.2,82000,2190.0,131.0,116.0,640
58280,Tx,4.2,61000,1510.0,105.0,86.0,964
58281,Tn,4.1,53000,1210.0,100.0,81.0,493
58282,In,4.3,55000,1170.0,92.0,73.0,686
58283,Ma,4.2,81000,2100.0,151.0,122.0,212
58284,Tx,3.8,61000,1470.0,104.0,91.0,586
58285,Ca,5.4,75000,1490.0,155.0,129.0,257
58286,Fl,4.9,55000,1290.0,113.0,93.0,793
58287,Ca,5.6,75000,1820.0,154.0,126.0,822
58288,Va,3.7,74000,2040.0,127.0,108.0,969
58289,Mo,3.8,55000,1290.0,88.0,76.0,896
58290,Nc,4.7,54000,1480.0,111.0,81.0,977
58291,Ca,5.2,75000,1660.0,157.0,129.0,573
58292,Ca,5.4,75000,1820.0,162.0,131.0,451
58293,Wa,4.8,78000,2330.0,151.0,116.0,978
58294,Fl,4.6,55000,1190.0,120.0,93.0,682
58295,Nc,4.3,54000,1360.0,117.0,106.0,251
58296,Wi,4.1,60000,1270.0,90.0,68.0,600
58297,Pa,5.1,61000,1520.0,97.0,86.0,953
58298,Tn,4.6,53000,1060.0,94.0,73.0,689
58299,Fl,4.6,55000,1250.0,108.0,90.0,889
58300,Md,4.3,84000,2280.0,125.0,116.0,757
58301,Wa,5.0,78000,1730.0,174.0,136.0,520
58302,Mi,6.0,57000,1390.0,93.0,75.0,302
58303,Ny,4.3,72000,1590.0,133.0,118.0,939
58304,Tx,4.3,61000,1440.0,100.0,83.0,703
58305,Ny,4.5,72000,1660.0,140.0,108.0,139
58306,Ga,4.4,58000,1470.0,111.0,97.0,620
58307,Ca,5.5,75000,1560.0,165.0,123.0,593
58308,Fl,4.7,55000,1450.0,113.0,85.0,316
58309,Pa,4.3,61000,1580.0,95.0,81.0,892
58310,Ny,5.3,72000,1620.0,138.0,114.0,863
58311,Ny,5.0,72000,1800.0,132.0,117.0,194
58312,Mo,4.2,55000,1570.0,102.0,83.0,101
58313,Ca,5.2,75000,1760.0,165.0,124.0,929
58314,Pa,4.8,61000,1410.0,96.0,83.0,957
58315,Il,5.6,65000,1760.0,98.0,85.0,265
58316,Az,3.9,58000,1410.0,114.0,90.0,260
58317,Fl,4.6,55000,1260.0,110.0,81.0,219
58318,Wi,4.1,60000,1440.0,105.0,94.0,868
58319,In,4.5,55000,1300.0,96.0,81.0,568
58320,Il,5.3,65000,1380.0,107.0,94.0,553
58321,Mi,5.3,57000,1210.0,94.0,78.0,809
58322,Ca,5.3,75000,1650.0,157.0,122.0,814
58323,Fl,4.7,55000,1260.0,113.0,89.0,236
58324,Pa,4.4,61000,1380.0,97.0,80.0,643
58325,Tx,3.9,61000,1580.0,104.0,84.0,902
58326,Va,3.7,74000,1740.0,126.0,107.0,164
58327,Tx,4.3,61000,1580.0,103.0,84.0,752
58328,Wa,4.8,78000,1820.0,150.0,118.0,317
58329,Tx,4.2,61000,1290.0,100.0,90.0,760
58330,Wa,5.1,78000,1880.0,154.0,133.0,172
58331,Ga,3.6,58000,1300.0,109.0,89.0,814
58332,Mo,3.9,55000,1290.0,97.0,92.0,950
58333,Fl,5.2,55000,1300.0,115.0,90.0,671
58334,Ny,4.8,72000,1930.0,137.0,113.0,214
58335,Fl,4.7,55000,1540.0,116.0,86.0,277
58336,Tx,4.2,61000,1410.0,105.0,95.0,622
58337,Tx,4.0,61000,1310.0,97.0,82.0,338
58338,Fl,5.4,55000,1450.0,108.0,88.0,282
58339,Mi,5.7,57000,1740.0,100.0,80.0,932
58340,Mo,4.2,55000,1300.0,96.0,77.0,511
58341,Ca,5.8,75000,2090.0,168.0,135.0,506
58342,Nc,4.3,54000,1410.0,112.0,90.0,210
58343,Ma,3.9,81000,1860.0,150.0,127.0,776
58344,Ma,4.3,81000,1920.0,137.0,112.0,335
58345,Ca,5.6,75000,1790.0,156.0,128.0,230
58346,Md,4.4,84000,1890.0,126.0,102.0,821
58347,Fl,4.8,55000,1130.0,114.0,98.0,379
58348,In,4.1,55000,1330.0,96.0,77.0,715
58349,Ny,5.1,72000,1660.0,143.0,115.0,546
58350,Nc,4.2,54000,1480.0,115.0,96.0,508
58351,Tn,3.6,53000,1250.0,112.0,87.0,327
58352,Az,4.6,58000,1610.0,110.0,89.0,737
58353,Ny,5.4,72000,1740.0,136.0,108.0,195
58354,Wa,5.2,78000,1990.0,158.0,132.0,834
58355,Ca,5.2,75000,1660.0,148.0,116.0,398
58356,Nc,3.9,54000,1230.0,112.0,86.0,810
58357,Tx,4.2,61000,1590.0,112.0,86.0,498
58358,Ca,5.6,75000,1730.0,157.0,126.0,387
58359,Wa,4.7,78000,1990.0,154.0,116.0,883
58360,Fl,4.1,55000,1270.0,117.0,92.0,302
58361,Ca,5.2,75000,1770.0,165.0,125.0,320
58362,Md,4.5,84000,2150.0,124.0,103.0,208
58363,Tx,4.3,61000,1490.0,107.0,88.0,325
58364,Wa,4.3,78000,1740.0,151.0,125.0,989
58365,Ca,5.3,75000,1550.0,155.0,124.0,366
58366,Md,3.7,84000,1930.0,133.0,116.0,400
58367,Wi,3.9,60000,1470.0,103.0,85.0,766
